Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Editor	Rights	Copyright	Object ID	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	Bit Depth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
R.B. Livingston, faculty member				On verso: "R.B. Livingston"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 6; Folder Title: Faculty: Individual Photos (L).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251250001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/47	47	306.jp2	/umpeople/image/306.jp2
John Galbraith, Assistant Business Manager, Union Board of Governors				On verso: "Galbraith, John; Assistant Business Manager"		Portrait photographs	1960	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.4 x 25.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 5; Folder No. 42; Folder Title: Faculty: Galbraith, John. Folder Date: 1960			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250910001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/48	48	304.jp2	/umpeople/image/304.jp2
Julian S. Eaton, alumnus of the School of Law and Chairman of the Board of Trustees, 1945-1951				On verso: "Julian S. Eaton; Faculty"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 25.2 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 27; Folder Title: Faculty: Individual Photos (E).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253080001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/49	49	474.jp2	/umpeople/image/474.jp2
Leon Slater, Professor of Psychology	Greenfield, David			On verso: "Dr. Leon Slater June, Tempo 52 Prof. Psychology"		Photographs	1952-06	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 11; Folder Title: Faculty: Individual Photos (S).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252120001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/50	50	49.jp2	/umpeople/image/49.jp2
Lloyd Bennett, Coach of the Track and Swim team				On verso: "Coach Lloyd Bennett; Hurricane 28 Mar 52"		Photographs	1952-03-28	1950-1960	Coral Gables (Florida)	1 b&w photograph; 17.8 x 12.8 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 24; Folder Title: Faculty: Individual Photos (B).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252480001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/51	51	319.jp2	/umpeople/image/319.jp2
Henry Fillmore, Honorary Conductor of Bands and Honorary Doctorate of Music	Moser & Son			On verso: "Henry Fillmore; Honorary Conductor of Band" written on verso.		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 20.7 x 25.3 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 5; Folder No. 36; Folder Title: Faculty: Fillmore, Henry - Band. Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250850001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/52	52	531.jp2	/umpeople/image/531.jp2
Ralph Harris, Professor of Music				On verso: "(Plays the Carillon) 'Bells' Ralph Harris, Prof. of Music"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 17.8 x 13 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 3; Folder Title: Faculty: Individual Photos (H).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251050001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/53	53	23.jp2	/umpeople/image/23.jp2
Willard Hubbell, Professor of Mechanical Engineering, teaches a mechanical drawing class				On verso: "Prof Willard Hubbell Mechanical drawing School of Engineering"		Photographs	1952	1950-1960	Coral Gables (Florida)	1 b&w photograph; 22.6 x 11.9 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 3; Folder Title: Faculty: Individual Photos (H). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254270001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/54	54	64.jp2	/umpeople/image/64.jp2
Eugene Cohen, Vice President for Financial Affairs						Portrait photographs	1955	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 16; Folder No. 3; Folder Title: Vice President Cohen, Eugene- Financial Affairs.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253150001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/55	55	421.jp2	/umpeople/image/421.jp2
Donald Larson, Professor of Government,  with a visitor				On verso: "Man on right is Dr. Donald Larson, of Government; (Man with glasses, a visitor)."		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 6; Folder Title: Faculty: Individual Photos (L).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251350001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/56	56	124.jp2	/umpeople/image/124.jp2
Frederick H. Koch Jr., Professor of Drama, with two female students				On verso: "Fred Koch - Drama Reading Christmas Carol; Fred Koch Drama Androcles & The Lion? in 40's"		Photographs		1940-1950	Coral Gables (Florida)	1 b&w photograph; 13.0 x 10.1 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 5; Folder Title: Faculty: Individual Photos (K). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254340001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/57	57	459.jp2	/umpeople/image/459.jp2
John B. Orr, Board of Regents member				On verso: "John B. Orr"		Photographs				1 b&w photograph; 25.9 x 20.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 8; Folder Title: Faculty: Individual Photos (N-O).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251810001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/58	58	233.jp2	/umpeople/image/233.jp2
Robert B. Lawson, Professor and Chairman of the Department of Pediatrics, and Acting Dean of the University of Miami School of Medicine in 1961				On verso: "Dr. Robert B. Lawson Pediatrics 1960's"		Portrait photographs		1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.5 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 6; Folder Title: Faculty: Individual Photos (L).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251290001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/59	59	33.jp2	/umpeople/image/33.jp2
Nicholas Katzenbach, Professor of Law				On verso: "Katzenbach, Nicholas Law"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 18.2 x 12.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 5; Folder Title: Faculty: Individual Photos (K).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251170001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/60	60	41.jp2	/umpeople/image/41.jp2
Sydney J. Greenberg, Professor of Hebrew	Ardmore Studio			On verso: "Jan 13, 1950 Hebrew Instructor Sydney J. Greenberg"		Portrait photographs	1950-01-13	1950-1960	Coral Gables (Florida)	1 b&w photograph; 12.35 x 17.9 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 2; Folder Title: Faculty: Individual Photos; (G). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254070001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/61	61	97.jp2	/umpeople/image/97.jp2
Jose A. Balseiro, Professor of Foreign Languages, Spanish	Fleming, Fred B.			On verso: "Dr. Jose A. Balseiro; Prof. Spanish"		Portrait photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 12.6 x 10.1 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 24; Folder Title: Faculty: Individual Photos (B). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253780001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/62	62	89.jp2	/umpeople/image/89.jp2
H. Franklin Williams, Professor and Chairman of the Department of History; Charlton W. Tebeau, Professor of History; James J. Carney Jr., Chairman of the Department of Finance, and Louis K. Manley, Professor of Political Science				On verso: "Left to right: Dr. H. Franklin Williams, Dr. Charlton W. Febeau, Dr. James J. Carvey Jr., Dr. Louis K. Mauley"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm.		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 3; Folder Title: Faculty: Group Photos.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251200001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/64	64	42.jp2	/umpeople/image/42.jp2
William Hillard, Professor of Engineering	Brignolo-Baiar			On verso: "W. Hillard Engineering Society"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 17.7 x 12.9 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 3; Folder Title: Faculty: Individual Photos (H). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254140001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/65	65	165.jp2	/umpeople/image/165.jp2
Group portrait of the first faculty members of the University of Miami				Written on card with photo: "Left to right: E.P. Metour, John Thom Holdsworth, Oliver Philip Hart, Henry S. West, Warren B. Longenecker, Jay F. W. Pearson, Charles Clinton Peters, Sidney S. Hoehl, O.J. Sieplein, Bowman Foster Ashe, Mrs. Richmond A. Rasco (wife of Mr. Rasco- not faculty or staff), Richmond A. Rasco, M. Rachel Lazarus, Madeline DeLoach, Dewing Woodward, James H.C. Cochran, Elsa Fairchild, Luella Drake Sowers, Hannah Spiro Asher, Sadie Lou Lindenmeyer, Edna Cole, Earle Chester Smith, Mary B. Merritt, Vivian Russell, Annie B. Foster, May K. Brigel, Dorothy V. Havens, Bertha Foster, Katherine B. Dungan, Ethel N. Hayes, James A. Marshall, Howard P. Buck, Edith Lees Ormesher, Lincoln R. Gibbs, Angel del Rio, Ernest E. Brett, John F.L. Raschen, Harry H. Provin"		Photographs	1926-10-12	1920-1930	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.3 cm.		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 4; Folder Title: Faculty: Group Photos. Folder Date: 1920s			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251320001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/66	66	26.jp2	/umpeople/image/26.jp2
Joseph Tarpley, Assistant Dean of the School of Music				On verso: "Joe Tarpley; German police dog = Zombi; Footsie = Rabbit; April 1951 - Tempo Teacher's Pet"		Photographs	1951-04	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 15; Folder Title: Asst. Dean Tarpley, Joseph Music School Secretary. Folder Date: 1951			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250080001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/67	67	82.jp2	/umpeople/image/82.jp2
Gordon C. Ring, Professor of Physiology	Blakeley, Ron			On verso: "Ring, Gordon Prof. Physiology"		Portrait photographs	1962	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.3 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 9; Folder No. 7; Folder Title: Faculty: Ring, Gordon C. Folder Date: 1962			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251990001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/68	68	330.jp2	/umpeople/image/330.jp2
