Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Editor	Object ID	Hardware	Software	Directory	Digital ID	Type	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Fourth Annual Photojournalism Conference						Negatives	1960	1960-1970	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 7; Folder No. 4; Folder Title: Conference, 1960: 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109910001001	Image	image/tiff	5198.75 KB	3502	2334	0xD4E82E6E	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/805	805	876.jp2	/umevents/image/876.jp2
Students at a Commencement Ceremony				On verso: "Graduation General Shots"		Photographs			Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 10; Folder Title: Commencement: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108890001001	Image	image/tiff	14289.183 KB	5091	6196	0x26362D8E	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/806	806	776.jp2	/umevents/image/776.jp2
American Heritage Workshop						Negatives	1959	1950-1960	Miami (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 7; Folder No. 2; Folder Title: Conference, 1959: 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109650001001	Image	image/tiff	5376.156 KB	3504	2351	0x5A2719AB	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/807	807	851.jp2	/umevents/image/851.jp2
Faculty onstage at commencement ceremony at the Miami Jai Alai Fronton, 1972						Negatives	1972-06-04	1970-1980	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 4; Folder Title: Commencement, 1972.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107510001001	Image	image/tiff	3436.136 KB	3399	2286	0xAD3EC57C	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/808	808	640.jp2	/umevents/image/640.jp2
Inter-American Conference of Medical Work				Written on front: "Members of the Committee. On extreme right, Mr. Wm. Seymour, First Vice President of Liberty Mutual."		Photographs	1956	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 13; Folder Title: Conference, 1956.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109220001001	Image	image/tiff	10403.387 KB	6189	5061	0xBC39C37E	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/809	809	808.jp2	/umevents/image/808.jp2
Orchestra and audience at commencement ceremony, 1973						Negative	1973	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 5; Folder Title: Commencement, 1973.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107730001001	Image	image/tiff	5313.11 KB	8502	5289	0x310061A5	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/810	810	661.jp2	/umevents/image/661.jp2
Third Annual Photojournalism Conference				On verso: "William L. White Jr. - N.Y. News"		Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 26.5 x 21.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 7; Folder No. 3; Folder Title: Conference, 1959: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109740001001	Image	image/tiff	7095.343 KB	7358	6080	0x502F0C9D	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/811	811	859.jp2	/umevents/image/859.jp2
Students at the 1982 Commencement Ceremony	Utz, Jonathan			On verso: "Commencement 1982"		Photographs	1982-05	1980-1990	Coral Gables (Florida)	1 b&w photograph; 17.7 x 12.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 8; Folder Title: Commencement, 1982.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108620001001	Image	image/tiff	3292.491 KB	4261	3061	0x534FF339	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/812	812	749.jp2	/umevents/image/749.jp2
Faculty member at commencement ceremony, 1981						Photographs	1981-05	1980-1990	Coral Gables ( Florida)	1 b&w photograph; 12.6 x 17.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 7; Folder Title: Commencement, 1981.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108580001001	Image	image/tiff	2020.472 KB	3151	4368	0xB3CFE217	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/813	813	745.jp2	/umevents/image/745.jp2
President Stanford and J. Ruiz Ovre at Law School commencement				Written on verso: "President Stanford; J. Ruiz Ovre; Commencement 5/19/74"		Photographs	1974-05-19	1970-1980	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 6; Folder Title: Commencement, 1974.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107840001001	Image	image/tiff	5135.346 KB	4927	6103	0x18228634	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/814	814	672.jp2	/umevents/image/672.jp2
Honors Day, 1982				Written on verso: "Honors Day 1982"		Photographs	1982	1980-1990	Coral Gables ( Florida)	1 b&w photograph; 20.3 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 8; Folder Title: Commencement, 1982.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109000001001	Image	image/tiff	5042.907 KB	4948	6125	0xF67C5925	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/815	815	787.jp2	/umevents/image/787.jp2
Third Annual Photojournalism Conference						Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 26.5 x 21.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 7; Folder No. 3; Folder Title: Conference, 1959: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109710001001	Image	image/tiff	7582.914 KB	7240	5832	0x948DAB8A	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/816	816	856.jp2	/umevents/image/856.jp2
President Stanford and guest at Graduation Dinner			President Stanford is seen standing to the right			Negatives	1973-06	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 5; Folder Title: Commencement, 1973.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107900001001	Image	image/tiff	3757.594 KB	5412	5402	0x8D25E49F	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/817	817	678.jp2	/umevents/image/678.jp2
President Stanford and guests at Graduation Dinner			President Stanford is seen standing to the right			Negatives	1973-06	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 5; Folder Title: Commencement, 1973.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107890001001	Image	image/tiff	5850.262 KB	5411	5390	0x99D0007	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/818	818	677.jp2	/umevents/image/677.jp2
President Stanford awarding a degree at commencement ceremony, 1973						Negatives	1973	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 5; Folder Title: Commencement, 1973.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107530001001	Image	image/tiff	3040.323 KB	3450	2300	0x8993616	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/819	819	642.jp2	/umevents/image/642.jp2
Students at the 1982 Commencement Ceremony	Utz, Jonathan			On verso: "Commencement 1982"		Photographs	1982-05	1980-1990	Coral Gables (Florida)	1 b&w photograph; 17.7 x 12.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 8; Folder Title: Commencement, 1982.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108610001001	Image	image/tiff	3111.017 KB	4239	3065	0xEA61B46	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/820	820	748.jp2	/umevents/image/748.jp2
Editor in Chief of the Law Review speaking at Law School commencement				Written on verso: "Peter Chatlovichz giving the graduating senior's response; Chatlovichz Editor-in-Chief of the Law Review; 5-19-74 commencement"		Photographs	1974-05-19	1970-1980	Coral Gables ( Florida)	1 b&w photograph; 25.3 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 6; Folder Title: Commencement, 1974.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107780001001	Image	image/tiff	6824.151 KB	4917	6087	0x13DB7EA7	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/821	821	666.jp2	/umevents/image/666.jp2
Pharmacology News Conference				RGB levels were adjusted to improve viewing quality.		Negatives	1957	1950s	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 14; Folder Title: Conference, 1957.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109260001001	Image	image/tiff	16051.946 KB	5352	5290	0x3073BF89	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/822	822	812.jp2	/umevents/image/812.jp2
Mace bearer at commencement ceremony				Written on verso: "Commencement Faculty"		Photographs			Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 10; Folder Title: Commencement: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108930001001	Image	image/tiff	13136.743 KB	4959	6184	0x3F5A12BD	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/823	823	780.jp2	/umevents/image/780.jp2
Third Annual Photojournalism Conference						Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 7; Folder No. 2; Folder Title: Conference, 1959: 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109560001001	Image	image/tiff	2970.1 KB	3525	2363	0x17A7FB71	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/824	824	842.jp2	/umevents/image/842.jp2
Man talking to the crowd of the Photojournalism Conference						Negatives	1960	1960-1970	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 7; Folder No. 4; Folder Title: Conference, 1960: 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109860001001	Image	image/tiff	9020.86 KB	5297	5319	0xC4E5AF74	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/825	825	871.jp2	/umevents/image/871.jp2
President Stanford at commencement, 1975						Negatives	1975	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 1; Folder Title: Commencement, 1975.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107940001001	Image	image/tiff	851.886 KB	3420	2297	0x57F2AC7A	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/826	826	682.jp2	/umevents/image/682.jp2
President Stanford and Paul Novack at commencement			President Stanford is seen standing to the right	Written on card attached to document: "Paul Novack USBG Commencement 5/4/80"		Photographs	1980-05-04	1980-1990	Coral Gables (Florida)	1 b&w photograph; 17.8 x 12.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 6; Folder Title: Commencement, 1980.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108470001001	Image	image/tiff	2798.615 KB	4480	3315	0xEAA6A533	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/827	827	734.jp2	/umevents/image/734.jp2
Man speaking at a conference	Glenn, Dave					Photographs	1956	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 13; Folder Title: Conference, 1956.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109080001001	Image	image/tiff	10732.956 KB	5017	6156	0xFC3A86DF	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/828	828	795.jp2	/umevents/image/795.jp2
President Stanford at commencement, 1976			President Stanford is seen standing to the left	Written on verso: "Henry King Stanford John D. Rimikings Commencement 5/2/76"		Photographs	1976-05-02	1970-1980	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 2; Folder Title: Commencement, 1976.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108140001001	Image	image/tiff	7275.979 KB	6235	5016	0xC3814CE4	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/829	829	702.jp2	/umevents/image/702.jp2
