Title	Photographer	Summary	Note	Subject	Genre	Publisher	Date	Coverage	State	County	City	Place	Physical Description	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Directory	Object ID	Digital ID	Type	Format	Width	Height	Checksum	BitDepth	Resolution	Colorspace	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
View across the 300 block of NW 7th Street	Romer, Gleason Waite, 1887-1971	View of a typical row of houses in Overtown. Note how close they are to each other.		African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000090		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/299	299	300.cpd	/asm0300/image/300.cpd
Lincoln Road pier		Looking south from the tower at the foot of 18th Street showing the pier at the foot of Lincoln Road.		Lincoln Road (Miami Beach, Florida); Beaches; Piers	Photographs		1914	1910-1920	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Lincoln Road.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001740001001	Image	image/tiff	944	768	0x35D1CFB6	24 bit-depth	600 dpi	RGB	asm03000001740001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/300	300	315.jpg	/asm0300/image/315.jpg
Polo fields and adjoining grounds		Looking south, showing the polo fields on Miami Beach.		Polo	Photographs; Aerial views		1919	1910-1920	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001640001001	Image	image/tiff	939	768	0xBD3F9087	24 bit-depth	600 dpi	RGB	asm03000001640001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/301	301	305.jpg	/asm0300/image/305.jpg
Collins Avenue		An October 6, 1925 photo of Collins Avenue, looking north from below 5th Avenue on Miami Beach.		Collins Avenue (Miami Beach, Florida); Streets; Art deco (Architecture)	Photographs		1925	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6 Folder Title: Miami Beach: Street Scenes.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001920001001	Image	image/tiff	925	768	0x3ECEB567	24 bit-depth	600 dpi	RGB	asm03000001920001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/302	302	332.jpg	/asm0300/image/332.jpg
Wofford and Breakers hotels		Aerial view of the Wofford and Breakers hotels and beach between Pancoast Lake and the Atlantic Ocean.		Breakers Hotel (Miami Beach, Florida); Pancoast Lake (Florida); Beaches; Wofford Hotel (Miami Beach, Florida)	Photographs; Aerial views		1924	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001660001001	Image	image/tiff	943	768	0x40171EAF	24 bit-depth	600 dpi	RGB	asm03000001660001001.tif		2008-06-24	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/303	303	307.jpg	/asm0300/image/307.jpg
Miami Beach Dairy		Photo of a dairy farm at 41st Street.		Land use	Photographs		1920	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001620001001	Image	image/tiff	932	768	0x4FCE9646	24 bit-depth	600 dpi	RGB	asm03000001620001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/304	304	303.jpg	/asm0300/image/303.jpg
Miami Beach Roman Pools and Casino		Aerial view of the Casino and Roman Pools, with a wireless radio station and the famous Dutch windmill.	The Miami Beach Casino was built in 1914 by the Pancoast family, then purchased in 1916 by Carl Fisher and renamed The Roman Pools.	Roman Pools (Miami Beach, Florida); Lincoln Road (Miami Beach, Florida); Swimming pools; Beaches; Seaside resorts; Tourist attractions	Photographs; Aerial views		1923	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Roman Pools.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001800001001	Image	image/tiff	840	768	0xB935C012	24 bit-depth	600 dpi	RGB	asm03000001800001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/305	305	321.jpg	/asm0300/image/321.jpg
Roman Pools in 1918		Aerial view of the Roman Pools and Casino and its famous Dutch windmill as seen from high over the Atlantic Ocean.	The Miami Beach Casino was built in 1914 by the Pancoast family, then purchased in 1916 by Carl Fisher and renamed The Roman Pools.	Roman Pools (Miami Beach, Florida); Seaside resorts; Beaches; Tourist attractions	Photographs		1918	1910-1920	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Roman Pools.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001830001001	Image	image/tiff	936	768	0x58C0FFC2	24 bit-depth	600 dpi	RGB	asm03000001830001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/306	306	324.jpg	/asm0300/image/324.jpg
Lincoln Road, Community Theatre		The Lincoln Theater was built in the Deco boom, and opened on Lincoln Road as a movie theater in 1936. It was completely renovated and restored in 1989.		Lincoln Theater (Miami Beach, Florida); Lincoln Road (Miami Beach, Florida)	Photographs		1924	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Lincoln Road.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001750001001	Image	image/tiff	928	768	0xEE4BC78B	24 bit-depth	600 dpi	RGB	asm03000001750001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/307	307	316.jpg	/asm0300/image/316.jpg
Ocean Drive, south of Lincoln Road		An early view of Ocean Drive lined by palm trees; today it is a major thoroughfare running parallel to the eastern shoreline of Miami Beach.		Ocean Drive (Miami Beach, Florida); Roads	Photographs		1920	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Street Scenes.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001910001001	Image	image/tiff	929	768	0x2CCAD66C	24 bit-depth	600 dpi	RGB	asm03000001910001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/308	308	331.jpg	/asm0300/image/331.jpg
Ocean Drive at about Sixtieth Street		An early view of Ocean Drive lined by palm trees; today it is a major thoroughfare running parallel to the eastern shoreline of Miami Beach.		Ocean Drive (Miami Beach, Florida); Nautilus Hotel (Miami Beach, Florida); Roads	Photographs		1923	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Street Scenes.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001890001001	Image	image/tiff	940	768	0x4F2C99E2	24 bit-depth	600 dpi	RGB	asm03000001890001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/309	309	329.jpg	/asm0300/image/329.jpg
Lincoln Road		Lincoln Road at Collins Avenue, showing the island in Lincoln Road and the tree planted by James Whitcomb Riley.		Lincoln Road (Miami Beach, Florida); Collins Avenue (Miami Beach, Florida); Streets; Trees	Photographs		1926	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Lincoln Road.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001720001001	Image	image/tiff	947	768	0xA4315B0F	24 bit-depth	600 dpi	RGB	asm03000001720001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/310	310	313.jpg	/asm0300/image/313.jpg
Ocean front and Roman Pools and radio tower		Aerial view of the Roman Pools and Casino upon the ocean. That's Lake Pancoast in the upper right.	The Miami Beach Casino was built in 1914 by the Pancoast family, then purchased in 1916 by Carl Fisher and renamed The Roman Pools.	Roman Pools (Miami Beach, Florida); Seaside resorts; Radio and television towers; Beaches; Tourist attractions	Photographs		1919	1910-1920	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Roman Pools.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001820001001	Image	image/tiff	936	768	0x133E3D05	24 bit-depth	600 dpi	RGB	asm03000001820001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/311	311	323.jpg	/asm0300/image/323.jpg
Northeast from the roof of the Nautilus Hotel, 1924		A polo game is underway on a field northeast of the Nautilus Hotel, Miami Beach.		Polo; Nautilus Hotel (Miami Beach, Florida);	Photographs; Aerial views		1924	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001650001001	Image	image/tiff	939	768	0xDB656DEE	24 bit-depth	600 dpi	RGB	asm03000001650001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/312	312	306.jpg	/asm0300/image/306.jpg
Washington Avenue and 15th Street		Aerial view of Washington Avenue and 15th Street.	The French Casino (built in 1936, later transformed into the Mansion Nightclub) stood at 1235 Washington Avenue, adjacent to a string of retail stores.	Washington Avenue (Miami Beach, Florida); Automobiles; French Casino (Miami Beach, Florida); Streets; Casinos; Shopping centers	Photographs; Aerial views				Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Street Scenes.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001900001001	Image	image/tiff	625	768	0x15A82B03	24 bit-depth	600 dpi	RGB	asm03000001900001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/313	313	330.jpg	/asm0300/image/330.jpg
Roman Pools: aerial view		Aerial view of people swimming in the ocean and sunbathing by the Casino and Roman Pools.	The Miami Beach Casino was built in 1914 by the Pancoast family, then purchased in 1916 by Carl Fisher and renamed The Roman Pools.	Roman Pools (Miami Beach, Florida); Seaside resorts; Swimming pools; Beaches; Tourist attractions; Suntan	Photographs; Aerial views		1919	1910-1920	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Roman Pools.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001810001001	Image	image/tiff	940	768	0x9172369C	24 bit-depth	600 dpi	RGB	asm03000001810001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/314	314	322.jpg	/asm0300/image/322.jpg
Schilling building materials warehouse		Aerial view of the I. E. Schilling building materials warehouse at 23rd Street and Collins Canal.		Collins Canal (Miami Beach, Florida); Land use	Photographs; Aerial views		1918	1910-1920	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Street Scenes.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001840001001	Image	image/tiff	940	768	0x2F9C3CE1	24 bit-depth	600 dpi	RGB	asm03000001840001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/315	315	325.jpg	/asm0300/image/325.jpg
George Arliss in Miami Beach		Actor George Arliss (1868-1946) and Edith Terry stroll past the Trading Station and Cafe at Ocean and 23rd Street. The caption ends with "Rex Ingram Prod."; it is unclear whether this represents a signature by the late actor.	"Edith Terry" may be Edith Craig (1869-1947), daughter of actress Ellen Terry and architect Edward Godwin (1833-1886); or perhaps silent film actress Edith Roberts (1899-1935), who often co-starred with Arliss.	Arliss, George, 1868-1946; Terry, Edith; Celebrities	Photographs		1920	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001610001001	Image	image/tiff	935	768	0xD69ED559	24 bit-depth	600 dpi	RGB	asm03000001610001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/316	316	302.jpg	/asm0300/image/302.jpg
Indian Creek		The east side of Indian Creek at about 50th Street, Miami Beach.		Rivers	Photographs		1920	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)	Indian Creek	1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Indian Creek.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001700001001	Image	image/tiff	939	768	0xFA4563D3	24 bit-depth	600 dpi	RGB	asm03000001700001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/317	317	311.jpg	/asm0300/image/311.jpg
Pier in the ocean at the foot of Lincoln Road		A crowd gathers on the pier extending into the ocean from Lincoln Road.		Piers; Ocean	Photographs		1921	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Lincoln Road.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001770001001	Image	image/tiff	936	768	0x7EB6AE90	24 bit-depth	600 dpi	RGB	asm03000001770001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/318	318	318.jpg	/asm0300/image/318.jpg
Lake Pancoast		Looking north from the rooftop of the Roney Plaza Hotel.		Roney Plaza Hotel (Miami Beach, Florida); Pancoast Lake (Florida); Hotels	Photographs		1926	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001630001001	Image	image/tiff	951	768	0xA955CF9C	24 bit-depth	600 dpi	RGB	asm03000001630001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/319	319	304.jpg	/asm0300/image/304.jpg
Indian Creek		A view of Indian Creek before its banks were developed with hotels and condominiums.		Rivers	Photographs		1924	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Indian Creek.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001710001001	Image	image/tiff	939	768	0x9FC9C5D0	24 bit-depth	600 dpi	RGB	asm03000001710001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/320	320	312.jpg	/asm0300/image/312.jpg
Flamingo Hotel adjoining grounds		Aerial view of Miami Beach and Biscayne Bay north of the Flamingo Hotel.		Shorelines	Photographs; Aerial views		1921	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)	Biscayne Bay	1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001680001001	Image	image/tiff	943	768	0xC4089CB3	24 bit-depth	600 dpi	RGB	asm03000001680001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/321	321	309.jpg	/asm0300/image/309.jpg
Whitman home		Aerial view of the home of surfing pioneers Bill and Dudley Whitman.		Whitman, Bill -- Homes and haunts; Seaside architecture; Whitman, Dudley -- Homes and haunts; Shorelines	Photographs; Aerial views		1930	1930-1940	Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami and Miami Beach: Unidentified.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001940001001	Image	image/tiff	925	768	0x732D9EC1	24 bit-depth	600 dpi	RGB	asm03000001940001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/322	322	334.jpg	/asm0300/image/334.jpg
Spanish Village, Miami Beach		Automobiles line the road of the Spanish Village on Miami Beach, looking west from Washington Avenue.		Architecture, Domestic -- Spanish influences	Photographs		1926	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Street Scenes.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001860001001	Image	image/tiff	941	768	0x847B4FFF	24 bit-depth	600 dpi	RGB	asm03000001860001001.tif		2008-06-24	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/323	323	326.jpg	/asm0300/image/326.jpg
Alton Road and 5th Street		A traffic cop directs automobiles and a trolley car on Alton Road.		Streets; Trolley cars; Alton Road (Miami Beach, Florida)	Photographs				Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Street Scenes.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001880001001	Image	image/tiff	959	768	0x963E2A20	24 bit-depth	600 dpi	RGB	asm03000001880001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/324	324	328.jpg	/asm0300/image/328.jpg
Alligator hole		Photographer Al Samet identifies this Florida waterway as an alligator hole.		Lakes;	Photographs		1919	1910-1920	Florida	Miami-Dade County (Florida)			1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami and Miami Beach: Unidentified.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001930001001	Image	image/tiff	929	768	0xDAF20E18	24 bit-depth	600 dpi	RGB	asm03000001930001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/325	325	333.jpg	/asm0300/image/333.jpg
Miami Beach, aerial view, 1926		Looking south from the roof of the Roney Plaza Hotel.		Collins Avenue (Miami Beach, Florida); Roney Plaza Hotel (Miami Beach, Florida)	Photographs; Aerial views		1926	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001600001001	Image	image/tiff	932	768	0x7F4B1EB0	24 bit-depth	600 dpi	RGB	asm03000001600001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/326	326	301.jpg	/asm0300/image/301.jpg
Polo fields south of Lincoln Road				Polo; Polo -- Tournaments; Lincoln Road (Miami Beach, Florida)	Photographs		1920	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)			University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001960001001	Image	image/tiff	938	768	0x73B5C7E6	24 bit-depth	600 dpi	RGB	asm03000001960001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/327	327	336.jpg	/asm0300/image/336.jpg
Lincoln Hotel, Lincoln Road and Washington Avenue		Gentlemen play golf on the grounds of the Lincoln Hotel, which is located on Lincoln Road and Washington Avenue.	Lincoln Hotel was commissioned by Carl G. Fisher, built by August Geiger, and modeled on Italian Renaissance style. It opened on January 20, 1917, but Fisher closed it in 1921.	Lincoln Hotel (Miami Beach, Florida); Golf	Photographs		1920	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Lincoln Road.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001780001001	Image	image/tiff	936	768	0x6709E713	24 bit-depth	600 dpi	RGB	asm03000001780001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/328	328	319.jpg	/asm0300/image/319.jpg
Ornamental entrance to Lincoln Road west of Alton				Lincoln Road (Miami Beach, Florida); Streets	Photographs		1928	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Lincoln Road.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001760001001	Image	image/tiff	936	768	0x30A0C5A8	24 bit-depth	600 dpi	RGB	asm03000001760001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/329	329	317.jpg	/asm0300/image/317.jpg
Pine Tree Drive		An early view of Pine Tree Drive, a major road on Miami Beach.		Pine Tree Drive (Miami Beach, Florida); Roads	Photographs		1914	1910-1920	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Street Scenes.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001870001001	Image	image/tiff	936	768	0xC0D6E66D	24 bit-depth	600 dpi	RGB	asm03000001870001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/330	330	327.jpg	/asm0300/image/327.jpg
Biscayne Bay and Venetian Islands		Aerial view of Biscayne Bay and the man-made Venetian Islands, which cluster around the Venetian Causeway between the cities of Miami and Miami Beach. The photo was taken on the roof of the Flamingo Hotel.		Islands; Venetian Causeway (Florida); Boats and boating; Piers	Photographs		1924	1920-1930	Florida	Miami-Dade County (Florida)	Miami (Florida)	Biscayne Bay; Venetian Islands	1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001670001001	Image	image/tiff	943	768	0xD20AFCA	24 bit-depth	600 dpi	RGB	asm03000001670001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/331	331	308.jpg	/asm0300/image/308.jpg
La Gorce golf course		Aerial view of the La Gorce Country Club in Miami Beach.	The famous La Gorce Golf Course was built in 1927 and named after sportsman and National Geographic magazine editor John Oliver La Gorce.	Golf	Photographs; Aerial views		1930	1930-1940	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami and Miami Beach: Unidentified.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001950001001	Image	image/tiff	929	768	0x52DF8DC6	24 bit-depth	600 dpi	RGB	asm03000001950001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/332	332	335.jpg	/asm0300/image/335.jpg
Polo fields adjoining Nautilus Hotel		A view from the roof of the Nautilus Hotel overlooks a polo game in progress beyond the automobiles in the parking lot.		Polo; Automobiles; Horses	Photographs; Aerial views		1924	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001690001001	Image	image/tiff	943	768	0xC86B60EE	24 bit-depth	600 dpi	RGB	asm03000001690001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/333	333	310.jpg	/asm0300/image/310.jpg
Tennis on roller skates		Tennis game underway on a court at Lincoln Road and James Street.		Tennis; Lincoln Road (Miami Beach, Florida)	Photographs		1927	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series: II  Al Samet Photographs	Box No. 6; Folder Title: Miami Beach: Lincoln Road.	http://merrick.library.miami.edu/digitalprojects/copyright.html				asm03000001790001001	Image	image/tiff	928	768	0x2057169E	24 bit-depth	600 dpi	RGB	asm03000001790001001.tif		2008-06-24	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/334	334	320.jpg	/asm0300/image/320.jpg
