Scientific Name	Common Name	Synomyns	Contents	Summary	Collector(s)	Collection Date	Serial Structure	Type of Section	Magnification	Note	Comments on Plant	Origin of Plant	Country	Kingdom	Phylum/Division	Class	Order	Family	Genus	Specific Epithet	Authority	Accession Number	Slide Serial	Publisher	Repository	Collection	Subject	Type	Format	Genre	Physical Description	Copyright	Object ID	Digital ID	Microscope	Digital Camera	Software	Date Created	Source File	File Size	Width	Height	Checksum	Color Space	Bit Depth	Resolution	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
B-13 Pistil (l) 4x image 4					Clemens, J.; Clemens, M.S.; 3263	5/1/1927	Pistil	l	4x	Part 4 of 6.	2 flowers buds, 2 pistils.  Herb. Mus. Paris.	Annam Tourane and vicinity						Rutaceae	Pleiospermium	littorale		SV223	B-13	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV223	bio00010033670004	Olympus BX60	Olympus DB71	Olympus DPController		bio00010033670004001.tif	28867604 Bytes	3132	3072	52182958	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1542	1542	1543.jp2	/swingle/image/1543.jp2
B-13 Pistil (l) 4x image 5					Clemens, J.; Clemens, M.S.; 3263	5/1/1927	Pistil	l	4x	Part 5 of 6.	2 flowers buds, 2 pistils.  Herb. Mus. Paris.	Annam Tourane and vicinity						Rutaceae	Pleiospermium	littorale		SV223	B-13	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV223	bio00010033670005	Olympus BX60	Olympus DB71	Olympus DPController		bio00010033670005001.tif	28867604 Bytes	3132	3072	4099083254	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1543	1543	1544.jp2	/swingle/image/1544.jp2
B-13 Pistil (l) 4x image 6					Clemens, J.; Clemens, M.S.; 3263	5/1/1927	Pistil	l	4x	Part 6 of 6.	2 flowers buds, 2 pistils.  Herb. Mus. Paris.	Annam Tourane and vicinity						Rutaceae	Pleiospermium	littorale		SV223	B-13	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV223	bio00010033670006	Olympus BX60	Olympus DB71	Olympus DPController		bio00010033670006001.tif	37604372 Bytes	4080	3072	3004692973	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1544	1544	1545.jp2	/swingle/image/1545.jp2
Pleiospermium littorale  (SV223)		Limnoctirus littorale	pistil (x); pistil (l);	Digitized images of microscopic slices of Pleiospermium littorale  (SV223) plant structures that were stained and permanently mounted to a glass slide.	Clemens, J.; Clemens, M.S.; 3263	5/1/1927					2 flowers buds, 2 pistils.  Herb. Mus. Paris.	Annam Tourane and vicinity	Vietnam					Rutaceae	Pleiospermium	littorale		SV223		University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs		http://merrick.library.miami.edu/digitalprojects/copyright.html	SV223															2009-07-14	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1545	1545	1546.cpd	/swingle/image/1546.cpd
A-3 Flower (x) 4x image 1					E.Ule 9064	Sept, yr. 1910	Flower	x	4x		Natl. Herb. 1615423	Cerra de Cecra Estado de Ceara, Brazil						Sapindaceae	Talisia	esculenta		SV270	A-3	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV270	bio00010043070001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010043070001001.tif	24348452 Bytes	2652	3060	274420973	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-07-01	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1546	1546	1547.jp2	/swingle/image/1547.jp2
A-3 Flower (x) 4x image 2					E.Ule 9064	Sept, yr. 1910	Flower	x	4x		Natl. Herb. 1615423	Cerra de Cecra Estado de Ceara, Brazil						Sapindaceae	Talisia	esculenta		SV270	A-3	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV270	bio00010043070002	Olympus BX60	Olympus DB71	Olympus DPController		bio00010043070002001.tif	19831892 Bytes	2160	3060	3215998958	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-07-01	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1547	1547	1548.jp2	/swingle/image/1548.jp2
C-1 Mature flower bud (l) 4x image 1					E.Ule 9064	Sept, yr. 1910	Mature flower bud	l	4x		Natl. Herb. 1615423	Cerra de Cecra Estado de Ceara, Brazil						Sapindaceae	Talisia	esculenta		SV270	C-1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV270	bio00010043090001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010043090001001.tif	26882132 Bytes	2928	3060	1569598034	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-07-01	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1548	1548	1549.jp2	/swingle/image/1549.jp2
Talisia esculenta  (SV270)			flower (x); mature flower bud (l);	Digitized images of microscopic slices of Talisia esculenta  (SV270) plant structures that were stained and permanently mounted to a glass slide.	Ule, E. 9064	September 1910					Natl. Herb. 1615423	Cerra de Cecra Estado de Ceara, Brazil	Brazil					Sapindaceae	Talisia	esculenta		SV270		University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs		http://merrick.library.miami.edu/digitalprojects/copyright.html	SV270															2009-07-09	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1549	1549	1550.cpd	/swingle/image/1550.cpd
A-4 Flower bud (x) 4x image 1					Tillson, A.H.		Flower bud	x	4x			Glenn Dale, Maryland, U.S.D.A.						Rutaceae	Atalantia	monophylla	DC.	Tillson 59	A-4	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson59	bio00010202580001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010202580001001.tif	27098132 Bytes	2940	3072	2191199449	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-07-01	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1550	1550	1551.jp2	/swingle/image/1551.jp2
A-6 Flower bud (x) 4x image 1					Tillson, A.H.		Flower bud	x	4x			Glenn Dale, Maryland, U.S.D.A.						Rutaceae	Atalantia	monophylla	DC.	Tillson 59	A-6	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson59	bio00010202600001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010202600001001.tif	30858260 Bytes	3348	3072	3680294706	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-07-01	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1551	1551	1552.jp2	/swingle/image/1552.jp2
C-2 Flower bud (l) 4x image 1					Tillson, A.H.		Flower bud	l	4x	Part 1 of 2.		Glenn Dale, Maryland, U.S.D.A.						Rutaceae	Atalantia	monophylla	DC.	Tillson 59	C-2	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson59	bio00010202520001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010202520001001.tif	33512468 Bytes	3636	3072	924181537	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-07-01	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1552	1552	1553.jp2	/swingle/image/1553.jp2
C-2 Flower bud (l) 4x image 2					Tillson, A.H.		Flower bud	l	4x	Part 2 of 2.		Glenn Dale, Maryland, U.S.D.A.						Rutaceae	Atalantia	monophylla	DC.	Tillson 59	C-2	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson59	bio00010202520002	Olympus BX60	Olympus DB71	Olympus DPController		bio00010202520002001.tif	37604372 Bytes	4080	3072	600141671	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-07-01	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1553	1553	1554.jp2	/swingle/image/1554.jp2
C-2 Flower bud (l) 10x image 3					Tillson, A.H.		Flower bud	l	10x	Stigma.		Glenn Dale, Maryland, U.S.D.A.						Rutaceae	Atalantia	monophylla	DC.	Tillson 59	C-2	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson59	bio00010202520003	Olympus BX60	Olympus DB71	Olympus DPController		bio00010202520003001.tif	28093460 Bytes	3048	3072	3738606143	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-07-01	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1554	1554	1555.jp2	/swingle/image/1555.jp2
Atalantia monophylla DC. (Tillson 59)			flower bud (x); flower bud (l);	Digitized images of microscopic slices of Atalantia monophylla DC. (Tillson 59) plant structures that were stained and permanently mounted to a glass slide.	Tillson, A.H.							Glenn Dale, Maryland, U.S.D.A.	United States				Sapindales	Rutaceae	Atalantia	monophylla	DC.	Tillson 59		University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs		http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson59															2009-07-14	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1555	1555	1556.cpd	/swingle/image/1556.cpd
B-6 Young fruit (l) 4x image 1					Swingle, W.T.; Venning, F.D.	6/10/1943	Young fruit	l	4x		Flower buds and flowers.  FAA	Chapman Field, Fla.						Rutaceae	Pamburus	missionis		SV1	B-6	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV1	bio00010008520001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010008520001001.tif	30364028 Bytes	3360	3012	2323342505	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1556	1556	1557.jp2	/swingle/image/1557.jp2
C-3 Half grown fruit (l) 4x image 1					Swingle, W.T.; Venning, F.D.	6/10/1943	Half grown fruit	l	4x	Fruit wall	Flower buds and flowers.  FAA	Chapman Field, Fla.						Rutaceae	Pamburus	missionis		SV1	C-3	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV1	bio00010008350001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010008350001001.tif	37604372 Bytes	4080	3072	790111933	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1557	1557	1558.jp2	/swingle/image/1558.jp2
C-3 Half grown fruit (l) 4x image 2					Swingle, W.T.; Venning, F.D.	6/10/1943	Half grown fruit	l	4x	Seed	Flower buds and flowers.  FAA	Chapman Field, Fla.						Rutaceae	Pamburus	missionis		SV1	C-3	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV1	bio00010008350002	Olympus BX60	Olympus DB71	Olympus DPController		bio00010008350002001.tif	37604372 Bytes	4080	3072	809236183	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1558	1558	1559.jp2	/swingle/image/1559.jp2
D-13 Young fruit (x) 4x image 1					Swingle, W.T.; F. D. Venning	6/10/1943	Young fruit	x	4x		Flower buds and flowers.  FAA	Chapman Field, Fla.						Rutaceae	Pamburus	missionis		SV1	D-13	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV1	bio00010008320001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010008320001001.tif	37604372 Bytes	4080	3072	935759848	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1559	1559	1560.jp2	/swingle/image/1560.jp2
E-8 Young fruit (x) 4x image 1					Swingle, W.T.; Venning, F.D.	6/10/1943	Young fruit	x	4x		Flower buds and flowers.  FAA	Chapman Field, Fla.						Rutaceae	Pamburus	missionis		SV1	E-8	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV1	bio00010008970001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010008970001001.tif	13639756 Bytes	2196	2070	1083740903	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1560	1560	1561.jp2	/swingle/image/1561.jp2
G-4 Young fruit (x) 4x image 1					Swingle, W.T.; Venning, F.D.	6/10/1943	Young fruit	x	4x		Flower buds and flowers.  FAA	Chapman Field, Fla.						Rutaceae	Pamburus	missionis		SV1	G-4	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV1	bio00010008820001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010008820001001.tif	37604372 Bytes	4080	3072	14658637	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1561	1561	1562.jp2	/swingle/image/1562.jp2
I-4 Leaf with cicatrus and abscision (x) 4x image 1					Swingle, W.T.; Venning, F.D.	6/10/1943	Leaf with cicatrus and abscision	x	4x	part 1 of section	Flower buds and flowers.  FAA	Chapman Field, Fla.						Rutaceae	Pamburus	missionis		SV1	I-4	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV1	bio00010009170001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010009170001001.tif	16702484 Bytes	1812	3072	3718172192	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1562	1562	1563.jp2	/swingle/image/1563.jp2
I-4 Leaf with cicatrus and abscision (x) 4x image 2					Swingle, W.T.; Venning, F.D.	6/10/1943	Leaf with cicatrus and abscision	x	4x	part 2 of same section	Flower buds and flowers.  FAA	Chapman Field, Fla.						Rutaceae	Pamburus	missionis		SV1	I-4	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV1	bio00010009170002	Olympus BX60	Olympus DB71	Olympus DPController		bio00010009170002001.tif	16702484 Bytes	1812	3072	1025695667	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1563	1563	1564.jp2	/swingle/image/1564.jp2
Pamburus missionis  (SV1)		ca. Atalantia	half grown fruit (l); leaf with cicatrus and abscision (x); young fruit (l); young fruit (x); young fruit (x); young fruit (x);	Digitized images of microscopic slices of Pamburus missionis  (SV1) plant structures that were stained and permanently mounted to a glass slide.	Venning, F.D.; Swingle, W.T.	6/10/1943					Flower buds and flowers.  FAA	Chapman Field, Miami, Florida	United States				Sapindales	Rutaceae	Pamburus	missionis		SV1		University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs		http://merrick.library.miami.edu/digitalprojects/copyright.html	SV1															2009-07-09	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1564	1564	1565.cpd	/swingle/image/1565.cpd
