Title	Alternate Title	Photographer	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Hare Krishnas		Carlebach, Michael L.				Photography, artistic; Photojournalism; Hare Krishnas; International Society for Krishna Consciousness; Coconut Grove (Miami, Florida); Small groups -- Religious aspects; Krishna (Hindu deity)	Color slides;		1974	1970-1980	Coconut Grove (Miami, Florida)	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: Hari KrishnaTemple Coconut Grove April 1974 Tropic Mag				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300044850001001	Image		image/tiff				19946216 Bytes	3156	2104	1892864726	RGB	8	2400	asm05300044850001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3712	3712	3776.jp2	/asm0530/image/3776.jp2
Rider ready for rodeo event		Carlebach, Michael L.				Photography, artistic; Photojournalism; Florida; Rodeos; Cowboys	Color slides;		1973-02	1970-1980	Florida	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: Florida Rodeos Tropic Feb 1973				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300047400001001	Image		image/tiff				19874652 Bytes	2124	3115	1341553068	RGB	8	2400	asm05300047400001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3713	3713	3779.jp2	/asm0530/image/3779.jp2
Sunshine Key trailer park		Carlebach, Michael L.			Ohio Key was a small mangrove-covered island between Key West and Key Largo.  The island retained a community of buttonwood, mangroves, and salt ponds to about 1970. Between 1970 and 1973, its name was changed to "Sunshine Key" and changed the northern half of the island into a land fill for a travel trailer park.	Photography, artistic; Photojournalism; Florida Keys (Florida); Sunshine Key (Florida Keys, Florida); Ohio Key (Florida Keys, Florida); Trailers; Trailer camps; Recreational vehicles	Color slides;		1972	1970-1980	Florida Keys (Florida)	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: Sunshine Key Development Tropic Jan - Feb 1972				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300046540001001	Image		image/tiff				20161188 Bytes	3171	2117	2393453230	RGB	8	2400	asm05300046540001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3714	3714	3635.jp2	/asm0530/image/3635.jp2
Stone mason in Coconut Grove		Carlebach, Michael L.			Written on slide: "Stone mason, Coconut Grove, FL"	Photography, artistic; Photojournalism; Sculpture and architecture; Coconut Grove (Miami, Florida); Stonemasons; Building stones; Coral limestone; Stonemasonry	Color slides;				Coconut Grove (Miami, Florida)	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: Coral Rock Architecture Tropic Magazine				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300043140001001	Image		image/tiff				18382528 Bytes	3000	2040	2504166869	RGB	8	2400	asm05300043140001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3715	3715	3596.jp2	/asm0530/image/3596.jp2
Rodeo performers		Carlebach, Michael L.				Photography, artistic; Photojournalism; Florida; Rodeos; Cowboys; Horses; Horsemanship; Rodeo performers	Color slides;		1973-02	1970-1980	Florida	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: Florida Rodeos Tropic Feb 1973				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300047450001001	Image		image/tiff				20089900 Bytes	3132	2135	2231342450	RGB	8	2400	asm05300047450001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3716	3716	3644.jp2	/asm0530/image/3644.jp2
Drainage pipes on beach by Sunshine Key trailer park		Carlebach, Michael L.			Ohio Key was a small mangrove-covered island between Key West and Key Largo.  The island retained a community of buttonwood, mangroves, and salt ponds to about 1970. Between 1970 and 1973, its name was changed to "Sunshine Key" and changed the northern half of the island into a land fill for a travel trailer park.	Photography, artistic; Photojournalism; Florida Keys (Florida); Sunshine Key (Florida Keys, Florida); Ohio Key (Florida Keys, Florida); Drainage pipes; Trailer camps; Trailers; Recreational vehicles; Beaches	Color slides;		1972	1970-1980	Florida Keys (Florida)	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: Sunshine Key Development Tropic Jan - Feb 1972				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300046110001001	Image		image/tiff				20342940 Bytes	3172	2135	2800380039	RGB	8	2400	asm05300046110001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3717	3717	3521.jp2	/asm0530/image/3521.jp2
Distant view of trailers in Sunshine Key trailer park		Carlebach, Michael L.			Ohio Key was a small mangrove-covered island between Key West and Key Largo.  The island retained a community of buttonwood, mangroves, and salt ponds to about 1970. Between 1970 and 1973, its name was changed to "Sunshine Key" and changed the northern half of the island into a land fill for a travel trailer park.	Photography, artistic; Photojournalism; Florida Keys (Florida); Sunshine Key (Florida Keys, Florida); Ohio Key (Florida Keys, Florida); Trailer camps; Landscape photography; Recreational vehicle; Motor homes; Trailers	Color slides;		1972	1970-1980	Florida Keys (Florida)	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: Sunshine Key Development Tropic Jan - Feb 1972				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300046920001001	Image		image/tiff				19971652 Bytes	3150	2111	567575404	RGB	8	2400	asm05300046920001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3718	3718	3691.jp2	/asm0530/image/3691.jp2
Bronc riding at Florida rodeo		Carlebach, Michael L.				Photography, artistic; Photojournalism; Florida; Rodeos; Bronc riding; Horses; Cowboys; Spectators; Fans (Persons)	Color slides;		1973-02	1970-1980	Florida	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: Florida Rodeos Tropic Feb 1973				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300047700001001	Image		image/tiff				19726708 Bytes	3162	2077	105435457	RGB	8	2400	asm05300047700001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3719	3719	3759.jp2	/asm0530/image/3759.jp2
Bull riding at Florida rodeo		Carlebach, Michael L.			Written on slide: "Kissimmee, Homestead"	Photography, artistic; Photojournalism; Florida; Rodeos; Kissimmee (Florida); Homestead (Florida); Bull riding; Bulls; Livestock; Cattle; Clowns; Rodeo clowns; Spectators; Fans (Persons)	Color slides;		1973-02	1970-1980	Florida	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: Florida Rodeos Tropic Feb 1973				jrn	Verso has two locations, Kissimmee and Homestead	© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300047410001001	Image		image/tiff				19510496 Bytes	3147	2064	1276375143	RGB	8	2400	asm05300047410001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3720	3720	3673.jp2	/asm0530/image/3673.jp2
Gerald O'Connor, Deputy Director of El Paso Intelligence Center (EPIC)		Carlebach, Michael L.			Written on slide: "Dep. Director, El Paso Intelligence"	Photography, artistic; Photojournalism; U.S. Customs and Border Protection; United States. Drug Enforcement Administration; El Paso Intelligence Center (EPIC); El Paso (Texas); Portrait photography; O'Connor, Gerald	Color slides;		1978-03	1970-1980	El Paso (Texas)	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: War on Drugs: El Paso (TX) Intelligence Center, Coast Guard (Miami); London Sunday Times Mag 3/78				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300045770001001	Image		image/tiff				20028244 Bytes	3156	2113	2844247795	RGB	8	2400	asm05300045770001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3721	3721	3683.jp2	/asm0530/image/3683.jp2
El Paso Intelligence Center (EPIC)		Carlebach, Michael L.			Written on slide: "EPIC"	Photography, artistic; Photojournalism; U.S. Customs and Border Protection; United States. Drug Enforcement Administration; Drug traffic -- Mexican-American Border Region; Drug control; El Paso Intelligence Center (EPIC); El Paso (Texas); Control rooms	Color slides;		1978-03	1970-1980	El Paso (Texas)	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: War on Drugs: El Paso (TX) Intelligence Center, Coast Guard (Miami); London Sunday Times Mag 3/78				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300045580001001	Image		image/tiff				19609080 Bytes	3144	2076	2473317123	RGB	8	2400	asm05300045580001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3722	3722	3424.jp2	/asm0530/image/3424.jp2
Bronc riding at rodeo		Carlebach, Michael L.				Photography, artistic; Photojournalism; Florida; Rodeos; Bronc riding; Horses; Cowboys; Spectators; Fans (Persons)	Color slides;		1973-02	1970-1980	Florida	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: Florida Rodeos Tropic Feb 1973				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300047330001001	Image		image/tiff				19585624 Bytes	3159	2064	32033255	RGB	8	2400	asm05300047330001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3723	3723	3565.jp2	/asm0530/image/3565.jp2
Coral Castle		Carlebach, Michael L.			Written on slide: "Coral Castle"	Photography, artistic; Photojournalism; Sculpture and architecture; Homestead (Florida); Coral limestone; Stone carving; Coral Castle (Homestead, Florida); Sculpture gardens -- Florida	Color slides;				Homestead (Florida)	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: Coral Rock Architecture Tropic Magazine				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300043510001001	Image		image/tiff				17578892 Bytes	1895	3088	3625092862	RGB	8	2400	asm05300043510001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3724	3724	3544.jp2	/asm0530/image/3544.jp2
Sunshine Key trailer park		Carlebach, Michael L.			Ohio Key was a small mangrove-covered island between Key West and Key Largo.  The island retained a community of buttonwood, mangroves, and salt ponds to about 1970. Between 1970 and 1973, its name was changed to "Sunshine Key" and changed the northern half of the island into a land fill for a travel trailer park.	Photography, artistic; Photojournalism; Florida Keys (Florida); Sunshine Key (Florida Keys, Florida); Ohio Key (Florida Keys, Florida); Motor homes; Recreational vehicles; Trailers; Trailer camps	Color slides;		1972	1970-1980	Florida Keys (Florida)	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: Sunshine Key Development Tropic Jan - Feb 1972				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300046890001001	Image		image/tiff				20156088 Bytes	3168	2118	2221343517	RGB	8	2400	asm05300046890001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3725	3725	3803.jp2	/asm0530/image/3803.jp2
Fires are set to keep crops warm during Miami freeze		Carlebach, Michael L.				Photography, artistic; Photojournalism; Florida; Miami (Florida); Cold waves (Meteorology); Winter; Fires	Color slides;		1976	1970-1980	Miami (Florida)	1 color slide;	eng		University of Miami Libraries. Special Collections	Micheal L. Carlebach Photography Collection	ASM0530		Box No. 46; Folder Title: Miami Freeze Winter 1976 - Black Star				jrn		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300045380001001	Image		image/tiff				19283448 Bytes	3149	2039	1468915319	RGB	8	2400	asm05300045380001001.tif		2012-02-28	2012-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/3726	3726	3518.jp2	/asm0530/image/3518.jp2
